136,wow him do nt cake on the makeup start up a conversation tease him break the touch barrier but always remember to respect peoples personal space get close to his friends find out things about him support him study together test him make sure the coast is clear do nt give up balance out your life be yourself if you think that he might like you try to be a little more forward with him send him a love letter
137,brainstorm focus on the energy over the specific message think about the past present and future state your intent first
138,state exactly how you feel focus on the recipient use your own voice say how this person has affected you
139,reaffirm your feelings end on a single sentence summing up what s been said give her information on how to contact you find a way to deliver the letter
140,look your best go up and say hello look for chances to talk to him again make friends with some of his friends notice his personality share some hobbies develop some inside jokes keep the friendship going
141,prepare your lips dress your best have fresh breath choose the right location relax
142,if you are in the same classgroup as him then give him a few signs that you like him make it almost impossible for him not to notice you if you know he likes you try to be his friend before taking your relationship to the next level if you are feeling confident and believe he likes you also then ask him to stay after teen class so you can be alone the couple that plays together stays together girls can make the first move too remember to a stay modest in your language and image b natural and c true to yourself
143,getting to know the boy you have a crush on will help you understand what makes him smile find out what he finds funny again do nt sound as if you are looking for something find out what his passions are and what he likes to do best stroke his ego make sure that you have positive interactions with him always give him compliments about the things you like about him   flirting with a guy lets him know that you are interested in him and will bring a smile to his face    physical contact is a great way to flirt with a guy as always complimenting a boy and joking around with him are also great ways to flirt    confide in the boy you like text or call him every once in a while when you are nt hanging out listen to him do nt be shy whether you re alone with him or on the other side of the room catching his eye and showing off your pearly whites is a surefire way to receive a smile in return    smiling at a boy or laughing with him are the best ways to make sure that he smiles back
144,compliment him smile and make eye contact draw attention to your lips make physical contact use a ruse give him a hint
145,tilt your head close your eyes be gentle hold him close keep it short and sweet compliment him again
146,be confident be yourself be a conversation starter become friends go shopping to the mall with a best friend or your mom this is virtually guaranteed to make any boy like you try different hairstyles have a unique scent smile at him show him your hidden talent
147,decide what you like about yourself express yourself visually take care of yourself be confident find what makes you happy smile and make eye contact use social media pay attention to his likes and dislikes go to a public event where you know heâll be give him a compliment flirt laugh be honest ask him out be content whether he notices you or not
148,see how often you think about him judge how badly you want to be around him see whether you find yourself thinking about shared memories do you think realistically about your future together see whether you naturally smile when you re with him listen to how often you talk about him check how often you look at his social media check how you act around him in groups see if you prioritize him over other male friends and crushes
149,if you think you have a crush on him you probably do notice how often you think of him notice if you ca nt concentrate notice if you ve thought about another guy this way before
150,notice if you re excited notice if you re nervous notice how you feel about the guy being with other girls
151,notice what you say notice how you act notice if you re starting to pay more attention to your looks notice if you re starting to change your personality
152,make sure you are happy about yourself and your appearance practice walking at home when you are in a same class together try complimenting him such as saying wow i really like your handwriting or i like your shirt if he accidentally knocks something over try picking it up and handing it to him with a smile do nt be too shy around him if you re sure he likes you but is nervous about asking you out play hardtoget be intimate but conservative if he does nt like how you truly are then its his problem and he s obviously not the perfect guy for you
153,dress to impress wear you hair down or up in a simple way apply make up to always look natural smell nice maintain the beauty âextrasâ this means put in an effort to always look your best
154,be flirtatious be confident smile genuinely use body language stick to positive small talk topics
155,do little things to annoy him tell the guy all about how you feel about what he likes spend some time with him tease him about liking someone that you know he does nt like tease him in a way he can tease you back
156,become friends with him talk to him on facebook or other social networking sites drop subtle hints mention casually how you hate being single and see how he reacts if he agrees ask him who he likes build up your confidence come straight out with it see how it goes from there
157,make a list of pros and cons about him this is probably the biggest one of all does he make you feel good about yourself if you can be yourself around him and feel comfortable with being yourself then you know you can start a real relationship you know he s right if he s patient with you does he try to show you off to all his friends if he lies to you or does nt tell you something just to make you happy he is nt stable enough does he care about your appearance too much does he pressure you into doing stuff you do nt want to is he willing to make changes for you
158,pick the right moment start a conversation monitor your body language smile tell him handle the response
159,act normal find things you have in common always always smile employ a few subtle tricks to attract him without going too far and creeping him out if you really want to flirt find excuses to touch him especially his upper arms if he is with his friends let him have space do nt freak out just stay calm
160,open the conversation get the timing right reveal your feelings answer back
161,be fun give it to him discreetly respond
162,say hello to them sit next to them at lunch or in class ask them a question about your schoolwork talk about your hobbies find things you have in common
163,compliment them laugh at their jokes make yourself approachable
164,invite them to hang out ask them to join a group activity get their phone number add them on social media
165,look for hints that they like you back tell them that you like them ask them out on a date avoid blaming yourself if youâre rejected
166,if you do nt really know him that well the start is at the beginning get used to seeing him around school and start saying   hello as you walk past or flash a cheeky grin once you re more comfortable with talking to this lad start asking more indepth and personal questions find out what makes him tick start injecting a bit of flirtiness into your conversations ask for his phone number if he does nt ask already he might just be too shy ask him out
167,walk past him a few times during the day without noticing him smile at him once in a while like when you walk past him or see him looking at youâ      say hi to him in the mornings accidentally walk into him or cross his path and nearly hit him after pretending to be distracted by something elseâ      look at him and then away quickly spend time where he does but not obsessively strike up a conversation with him about something like how much homework he is receiving flirt a little with him like if he told you a funny joke giggle cutely try the distracted method be a little mysterious do nt blab everything about yourself to him in the first few conversationsâ      if he teases you he may like you back if you think he does like you back ask him out to a movie or lunch be different use the natural assets you have and flatter them by wearing clothes or styling your hair in a way that suits you laugh and smile a lot when he is near or if you are talking to him if he compliments you and you really like him chances are you are going to blush and smile shyly ask his friends about him openly it will show them that you like him and they will probably blab to him about it later be friendly and open to him do something absentmindedly around him like if you are reading twirl your hair or drum your fingers lightly on your seat or play with your necklaceearringsâ      be yourself
168,before starting a conversation with him smile when he looks at you whenever you happen to lock eyes if he does nt start a conversation with you after smiling you start the talking just greet him and introduce yourself but remember to be enthusiastic and very friendly towards him    ask about classes you both share or your opinion on teachers when confronting him remember to smile just be yourself act as if he is just one of your regular friends that you know    do nt put on tons of makeup to try to impress him look presentable do nt talk about other guys when talking have fun if you find out he s not interested in you do nt sweat it
169,rehearse what to say if you re nervous find a conversation starter ask questions maintain the conversation for an appropriate amount of time discuss shared interests get to know him by asking questions be yourself text him regularly try to flirt some avoid certain topics look for signs of attraction be straightforward ask them on a date cope with rejection
170,make sure you are dressed in an outfit you find comfortable and attractive relax walk up to your crush confidently and at a properly timed moment start a conversation ask your crush a question about something that you know he recently did such as star in a play or take a trip continue the conversation normally as if you are just talking to a friend try to find common interests smile and make eye contact make him ask you out
171,send cues of interest be confident approach him with his group of friends create an opportunity introduce yourself make small talk get acquainted with his interests give him a compliment volunteer personal things about yourself flirt with him suggest that you two hang out
172,keep your breathing steady and relaxed present yourself with confidence display open positive body language
173,be prepared do nt say i love you right away practice your look appreciate him and let him know do nt overdo it use his imagination touch him while talking use words well
174,start with small talk and be friendly ask thoughtful questions share information about yourself be a good listener tell a joke to lighten the mood
175,make an effort to talk to him whenever you see him connect with him on social media suggest a friendly one on one hangout
176,keep it simple break the ice online ask questions talk to guys in your group of friends join a coed club
177,remember that your crush is just a normal person do something that boosts your confidence start with small easy interactions before trying a fullon conversation with your crush figure out what you have in common ask a friend to be your backup keep your cool own it and laugh it off do nt dwell practice your social skills with other people be kind to yourself get busy pursuing your interests and getting involved in activities
178,make sure the boy is nt interacting with himself or in the middle of a conversation where hell be mumbling incoherently as he does the former before you approach him take a deep breath and get your nervous feelings out begin talking to him to develop a sense of comfort between the two of you get the ball rolling act normally and talk about your interests try to look him in the eyes try to stay calm avoid awkward silences make a considerate exit
179,avoid negative thinking allow yourself to be imperfect emphasize your strengths talk to new people often set confidencebuilding goals for yourself
180,get help from your friends ask family for help take a class consider getting counseling
181,pay attention to your appearance show him how you feel with your body language flirt with him break the touch barrier compliment him ask if he likes anyone tell him you re open to having a boyfriend get him to ask you out
182,introduce yourself use the circumstances around you ask him for help compliment him ask a question find a shared interest ask openended questions listen more than you talk pose an interesting question bring up pop culture end on a high note smile and laugh make eye contact be subtle look your best do nt overwhelm him make physical contact ask him out
183,make sure that he likes you tell him that you like him react appropriately
184,take the friend approach use your common interests as a starting point laugh at the same things get to know his friends offer friendly favors ask for his number
185,location and timing english class math class history science gym lunch in the halls
186,use your body language compliment him make eye contact engage him in conversation flirt with him ask him to help you with something decide how youâll tell him be sweet be patient observe how he acts when youâre around and when youâre not around think about whether or not he seems nervous around you read his body language think about his social media behavior
187,once you have tried ignoring your crush for reverse psychology you ll want to smile when the day you re planning on saying hello comes make sure you are ready say hi walk off naturally and calmly and do nt mention it to many people
188,control your impulses limit your interaction with him stop planning out the future
189,talk to him about himself be friends with his friends always try to make eye contact joke around with him but some guys are more sensitive then others so be careful of what you say    be yourself play it cool give hints and if he s not getting them tell his best friends you like him or write him a note and put it in his locker    feel confident act silly and maybe he will too to make you even more comfortable around him    focus on other things too do nt be too obsessive about talking to him do nt text the guy if he does nt reply
190,always be yourself talk to him watch his actions watch his facial expressions too talk to your dad or your brother if he likes you go ahead and ask him out if you just want to be friends hang out with him more
191,keep up with your hobbies work on bettering yourself spend time with other important people in your life
192,avoid putting him on a pedestal remind yourself of past failed relationships be yourself if you want it to last
193,be honest with what you want structure your note like a poem use quotes compliment him add an inside joke include a personal gift pick your paper fold the note into a heart embellish the envelope with stickers or stencils paint the envelope with watercolors give him the note in the hallway stick the note in his locker send the note electronically send the note anonymously
194,be confident smile place yourself in his path play it cool make him laugh be nice to his friends use the 3 strikes and you re out rule have a successful first date pay attention to his interests do nt take him for granted maintain some space decide if he s truly worth it tell him how you feel
195,know what type of boy he is find out the boys name and write dear insert name at the top of the page talk about what you like about him and a little about yourself try to use good spelling and grammar sign it love insert your name here try putting a picture of yourself in the card put it in something noticeable like a purple envelope or something more discreet if you think hell find it embarrassing and have a friend give it to him or put it in his locker if you re the confident type find him walk straight up to him and hand it to him with a smile
196,make brief eye contact mirror his body language smile introduce touch
197,familiarize yourself with the changes teenage boys undergo remember teenage boys are insecure look for common ground accept he may act differently around his friends learn to make casual conversation put yourself in your teens shoes do research about teenagers allow your teenager some privacy make sure your teen does not engage in reckless behavior be prepared for the effects of hormones expect that he will start to think about sex find the right times to talk ask openended questions assert yourself when necessary seek professional help in some cases
198,express your feelings directly text him when you have something to say interact with him on social media send direct messages on social media
199,be confident about showing interest show interest in his life pay for something when you re out show him extra support tell him directly when you feel ready
200,be the best version of yourself make sure heâs mr right get to know him explore his hobbies and passions support him when he has a hard time help him be who he wants to be show him how great you are give him space create trust between you get a girlfriend ask her out get a boyfriend find that perfect person learn to flirt
201,think positively embrace the nerves chill out figure out what you want to say consider multiple outcomes practice get her number choose the right time find a good opening line strike the right tone find common ground focus on mutual interestseveryone enjoys talking about their personal interests and hobbies ask questions respond to his cues
202,clean yourself dress well correct your posture speak with confidence start conversations find common interests be yourself gently touch him make eye contact support him build a deeper trust monitor body language compliment him go out with your friends give him his own space offer privacy drop hints about your intentions reduce your expectations make a move move on if heâs not interested
203,ask a good question be original be engaging be flirtatious be interesting know when to end the conversation leave him with something to think about do nt be too needy do nt be too eager do nt embarrass yourself
204,make eye contactâand then break it smile turn your body toward your crush move closer to him break the touch barrier look your best become friends donât show off give him a small gift ask him questions to show that you care tease him help him out flirt with him donât have your friends tell him write him a note or a letter call him just tell him in person react appropriately
205,pay attention to what he does catch him if he takes frequent glances in your direction check for smiles consider whether he has tried to talk to you or followed you notice if he laughs or talks about random things around you watch for a constant need to butt in consider whether he is always making an excuse to talk to your friends notice where he sits notice if you see him frequently all of the sudden consider competitiveness as a possible sign of liking you watch for him asking you to be his study buddy watch how he responds when you are with another guy give him the death glare
206,notice if he spends time messaging you look for him to respond to your messages quickly analyze the quality of messages he sends look for signs of flirting donât draw conclusions from one interaction
207,give him some signs find a good time talk to him in private be bold say it   its simple use his interests use a song make him a present write him a letter make a video do nt pressure him do nt be creepy do nt use social media or a phone do nt rush into things do nt sweat rejection ask him out if he returns your feelings look for good guys
208,see if he interacts with your posts reply to his comments notice if he comments on old pictures or posts check to see if he has added you on multiple social media platforms
209,notice if he wants to learn more about you ask if he wants to meet you in person be direct and ask if he likes you see if he takes down his online dating profile
210,remind yourself how confident you should be continue flirting with him break the touch barrier if you have nt already plan a special day together while on your date or excursion keep the conversation up and the flirting going right before you ask him go through your checklist go out and tell him wait for his response plan the next date
211,hang out around this boy more often try to find ways to get together consider taking up an afterschool activity that you know he does find out what possibilities exist outside of school time use the time spent together to gauge both how you feel about him and whether you think he shows signs of interest in you talk to your friends consider talking to one of his friends be sure that he s worth the effort choose a time when other people are nt around rehearse telling him allow your crush the space to reply in his own way and at his pace realize that you may be rejected if he says he likes you too celebrate
212,sort out your feelings for him ask yourself how well you know each other spend more time getting to know him before making up your mind consider spending more time around him even if he has his girlfriend by his side try to use social media in order to communicate with him whilst his girlfriend is not around talk as much as possible ask about his relationshipââwith care reflect on your feelings again pluck up the courage decide how to tell him be honest start by talking to him in a normal way see how he responds be prepared let go
213,get prepared in the morning be yourself at school get attention in class impress at the dance become friends keep in touch good luck
214,remind yourself of a recent accomplishment take a few deep breaths repeat positive mantras to yourself pay attention to body language recognize the signs of your own fear and anxiety remember your past moments of clumsiness and relax
215,smile make eye contact be confident talk to his friends lose the cell phone pay attention to your body language
216,get him to notice you let him know you are there become comfortable around him try some style changes if he does nt notice you when he starts to let you get close to him be his friend at first find the value in his opinions and suggestions try not to say anything bad about him around friends get close with his friends if possible start doing things together start dropping hints do nt get down if he does nt respond ask for his phone number be patient be aware of more obvious signs that he likes you if he still does nt get the hint tell him if he s not interested try not to sweat it do nt take any major steps at the beginning of the relationship do nt talk about breakups or bad scenarios give him some space and freedom sometimes do nt overdo facebook and twitter make sure there s equality in the relationship if you break up try to be mature about it
217,take pride in your appearance stay smiling keep an eye on your posture strike up a conversation with his friends resist the urge to apologize
218,laugh off any accidents swap embarrassing stories with others talk about what you love recognize if he is nervous too donât be put off by his silence focus on minor details around you feel out his interest level with casual questions ask your friends for help
219,put yourself in his line of sight sit near him create a situation that prompts him to approach you share a common interest join his friend group
220,take pride in your appearance try doing something different with your hair take care of yourself dress to impress
221,do nt be too serious unless the event actually is serious show off your natural beauty   this is incredibly important wear the right clothes if you want to impress a guy do nt wear extremely baggy clothes as they sometimes make certain girls look fatter than they actually are participate in a sport to make a good topic for conversation get into health and fitness smile make your hair look presentable have something which makes you different from your friends
222,go to any church services early attend bible classes and church youth groups as much as possible get involved in church activities ensure you look approachable but not too approachable make sure you do nt look so approachable be mature grab every possible opportunity to talk to the christian boy compliment him whenever he has done anything positive dress modestly to make a christian boy like you do nt forget the reason why you go to church study the bible
223,first make sure he does nt have a secret girlfriend that he has nt told you about when you see him say hi and try to be friends become confident in yourself ask him if he wants to go to a movie with a friend of yours if he takes the bus to work or school with you and gets on after you try to see where he sits if he already has a girlfriend remain friends you never know what s going to happen    because you showed you liked him if he really likes you hell ask you out    if he likes you then you will catch him looking in your direction if you catch his eye he might keep looking at you
224,find out whether or not he is just joking with you or if he just likes to mess with people pay attention when he is near to see if he sort of invades your personal space    determine whether he tries to make you laugh    observe carefully for signs that he is building himself up by showing off check for him trying to get your attention by acting silly or brash watch the way the guy moves when he sits or stands with you ask him if he likes you have a trusted friend get the information for you determine whether he stares at you often watch his eyes check out his cheeks notice when he touches you be alert to attempts to try to help you notice panic when you cry be alert to his interest in things you like watch for deliberate attempts to get near to you watch for appearances of jealousy of your current boyfriend or other guy friends use his friends as a gauge
225,be friends with him always be there for your crush give him a few cute little clues flirt a little bit talk to a guy as a guy have him chase you if you re not necessarily the prettiest of girls try to ask him what he looks for in a girl when the time is right lean in and kiss him on the cheek or lips and quickly pull away and walk away leaving him wanting more
226,interact with him notice his smile notice his stance
227,practice good hygiene choose outfits that are mature and put together develop a personal sense of style develop a knowledge of current events and pop culture discuss your skills and abilities in school or your career focus on topics or interests you have in common focus on being yourself around the older guy practice active listening share your feelings and emotions demonstrate independence and self sufficiency
228,check your personal style do nt try too hard be yourself make conversation keep your conversations simple and short keep the flirting to a tolerable minimum get on with your schoolwork sports and other activities ask him out ask if you can be friends if he s not interested in romance
229,look for eye contact check out his eyebrows notice if he looks past you
230,introduce yourself to his friends talk on the phone watch how he talks to you
231,learn what he likes ask him what he thinks about you talk in private
232,focus on your skin add color to your lips make your eyes bolder keep your nails pretty
233,write down a list your strengths and weaknesses smile and make eye contact wear clothes that make you feel comfortable pursue your own interests try not to compare yourself to others
234,have a location in mind before you start wear something sexy go easy on the drinks get him alone or close to it make sure this is right for you get in close sit in his lap conquer your make out session let your hands do the talking tell him what you want say no do nt drive drunk make sure someone knows where you are keep an eye on your drinks bring protection and insist on using it bring your phone wake up first be cool clean yourself up leave before it gets awkward do nt apologize kiss him goodbye
235,stick to name brands find unique clothing dress according to the season wear jewelry
236,stay on top of your personal hygiene stick to a healthy diet keep your body fit wear perfume keep your teeth healthy do your laundry
237,be yourself have conversations with the popular guy make him feel helpful flirt be mysterious show off your skills build a social life on the internet do nt wait for him forever
238,get to know him get a little closer to him but donât overdo it let him see your best self
239,identify why you like this boy do nt be nervous about talking to him get to know his friends find an excuse to get his number donât be too forward
240,make eye contact smile and laugh have good posture take the initiative groom carefully dress carefully keep your teeth clean listen attentively get to know your crushâs friends talk even if itâs difficult ask them to do things together touch incidentally be yourself
241,say the casual hey to him to get his attention if you go outside play the games that he plays make it your job to hang out with him when you re working on projects together get close to him when he needs help lead yourself to like the things he does but be yourself otherwise he might think you re fake    laugh look good around him lead him naturally into giving him your number or making him give you your numberhere are some examples    hey _ _ _   do you have a phone become real friends with the guy finally ask him out if he already has nt
242,flirt with him find ways to make physical contact smile smile smile be in the same place as him exchange looks in class work in compliments give him a gift call him more regularly mention to his friends that you like him get a feel for where he s at
243,get your friends dream guy to notice her be casual try to ask him in private yes or no do nt yell it out to everyone if he says no tell your friend if he says yes then tell your friend
244,enter his social circle show interest in his likes and dislikes praise him and do nt compare him to other men use the right body language tell him how you feel always be nice to him
245,smile look out for him in the halls and wave at him when you see him try to sit near to him at lunch ask him out on a group date use friendly fun body language to show you like him look decent
246,think about the boy talk to him and find things you both like do nt be shy befriend one another do nt ignore him acknowledge him be tactful if he s bothering you do nt tolerate bullying
247,do what you love and let your passion show dress to impress consider where the guy spends his time catch his eye consider getting to know the guys friends be respectful of a guys space
248,figure out how you look when you re around your crush and you could even ask some friends how you are whenever you re around him know and remember if your crush sees you like that he may know you like him whenever you approach your crush whether you bump into him at a store at school with friends or by yourself or just anywhere stay and remain calm and focus your attention on something else if you think about your crush a lot and maybe even daydream about him slowly start thinking of your crush less and less everyday so that when you see him it wo nt be as big of a deal once you ve gotten over your shyness or feel more comfortable around your crush stay positive have your friends make you feel better and help you with your crush especially the ones you trust find something you have in common with him and if it is an activity ask them how it is going pretend that he is just a normal dude
249,get to know him better do things for yourself be flirty hug do nt wear too much makeup do nt change yourself for a guy kiss be playful flirt dont try to make him jealous hang out with his friends keep eye contact mirror him be honest with him tease him break the touch barrier get him to laugh be nice
250,introduce yourself use social media to your advantage develop a friendship first
251,read the signs invite him along on a group activity ideally with a mixed group of guys and girls do nt be afraid to ask him out be patient know when to move on
252,say hi find ways to be around him make him look your way acknowledge him have deeper conversations look over at him a couple times be cool when he talks to you
253,make a funny or playful observation to break the ice show him that you are enjoying yourself in conversation be confident in who you are and enjoy yourself in his company hang out with other people who bring out the best version of you with him follow him on social media post things on your social media comment on his posts move on if he doesnât seem interested in you
254,ask him his opinions on things that you have in common playfully disagree and banter with him avoid asking him questions he already knows the answer to boost his confidence learn how and when to end a conversation follow up with texts or messages regularly
255,do side by side activities with him get to know about his interests and the important relationships in his life find a quiet place for a conversation where you wonât be interrupted express yourself back to him be there during hard times as a confidant ask him for help
256,smile be funny be clean and healthy try to be cool and popular dress nicely know your best features be confident forgive and forget do nt remind when you re trying to get a guy to like you you should nt act jealous that s a major turn off never feel that you need to change for a guy
257,feel good about how you look take pride in your strengths practice positive selftalk write down daily affirmations hold your head high
258,use inviting body language smile be confident in yourself make eye contact start a conversation with him
259,embrace your feelings for him then let them go talk about your feelings with a friend a relative or a counselor remind yourself that this crush is just another fish in the sea learn from the experience avoid him for a while keep conversations to a minimum for a while stop checking his social media profiles for updates get rid of things that remind you of him focus on what s important in your life take some time to center yourself before pursuing another guy learn how to interact with the guy on a platonic level
260,walk by him in the hall try to catch his eye find a reason to talk to him wear something fun
261,make strong eye contact keep conversations light use touch just go for it
262,approach him with confidence plan what you re going to say give him your number write him a note
263,use common cell phone issues to your advantage use school as an excuse invite him to a group event and make a quick exit
264,casually approach him and strike up a small conversation get in contact with him on a social network attempt to talk to him a few times a week gauge his feelings and drop hints that you like him make physical contact after awhile but be sure he s okay with it ask him out keep the date simple if he agrees every person has an ego let him feel competent by having him help you with something be genuinely interested in him be approachable and attractive but not so stunning and loud as to draw him away throw a small party and invite a few people you know hell be comfortable with
265,stop trying to deny you like him look at yourself and reflect on your personality talk to him create a friendship mutual friendships with this step make sure you do nt ditch any of your current friends you have now keep on working on it accept or reject yay or nay results may vary so now you may or may not be in a relationship depending on if you learn if your crush does or does not return your feelings
266,set long term goals for the school year set short term goals think about your top priorities and know what s important at this time in your life    think about how doing well in school will help you further on in finding a college and just living life and how life will be so much easier if you work hard now and finish what you have to finish    stay organized    keep yourself busy set aside time to be social and hang out with the guys you might have to try self restrictions by telling yourself that you are not going talk to the guys until you get your work done or unless you are on top of things in school    remember a girl who is able to keep on top of her work and manage her time well generally looks good to a guy and can be impressive    focus on the tasks at hand think about how other people like your family would want you to do well in school
267,do nt stop talking to him about everyday things try not to fixate on the situation all the time do nt stress out about who he s talking to remember that he too is probably nervous
268,consider the positive qualities of each guy consider how each guy makes you feel consider the negative qualities of the guy consider how each guy feels about you ask your trusted friends for their opinions weigh their similarities and differences in a list trust your gut do nt rush it commit to the guy you ve chosen be prepared for the aftermath accept your decision
269,if he s reading a book or listening to a song that you do nt know about ask him about it just be around him when he is nt around his friends ask him to help you with something accidentally bump into him compliment him and then ask him for advice on something drop your pencil and ask him politely to pick it up or if they would nt mind sharpening it for you
270,decide whether you will admit your crush if you want to come clean to your crush do nt put it off keep things casual do nt be put off by his shyness accept his decision even if its no
271,see how he dresses select a color stay in your price range choose a shirt pick out a pair of pants select a pair of shoes add some accessories wear makeup be appropriatebut through all of this make sure to still be yourself and be comfortable confident and positive about what you wear
272,when you first met this boy what was your initial vibe do nt be creepy nosy but just think about his myspace or stuff laying around in his room have you heard people talk about him whether it be good or bad how many exgirlfriends has he had how does he act around you opposed to his friends or family ask yourself could i stand this person being with someone else
273,make sure you have an outfit that you like ready the night before or else you might end up wearing an outfit that you hate wake up 1 12 to 2 hours before you normally wake up get out your robe clothes and have a shower after you are all clean and fresh wash your face brush your hair and then take out a magazine eat breakfast brush your teeth extremely well put on your makeup lastly do nt forget the deodorant
274,watch for the following indicators    he blurts out random rapid words or phrases when you speak to him
275,make a subtle change about yourself not too much or else he will probably think you re fake make yourself smell good be flirty make sure to walk near him get close to his friends do nt have too big of an ego smile and sound happy walk with style be yourself
276,have a look at the friends he keeps get to know his friends better or at least one of his close friends try to make friends with his sister or brother take a look at the way he dresses take the same classes he does offer to be his partner in a class group project try to sit by him at lunch check out whether he has facebook twitter instagram etc check out the posts he makes and what he likes and comments on check out the area where he writes a bit about himself tell him about a party you are want to have and ask his advice on what he thinks would make a party the greatest arrange a webcam conversation with him
277,be positive but do not fake it look nice take care of your hair talk to his friends make him laugh do nt be creepy do nt act fake be cute be confident do nt over think it just be yourself know your values and stick to them
278,breathe concentrate on him calm yourself with musicif you have music handy and it seems natural to play it great make an âokayâ sign with your fingers move your feet
279,just go for it open with something casual look at him make him talk about himself at first offer your own insights keep the tone light
280,be confident in your looks think positively keep your mind open to all possibilities stay openminded afterward too
281,sit beside him and generally talk become friends on facebook you both have facebook in all likelihood so find him and send a friend request plan your route so you unexpectedly bump into him can be a great opportunity to talk again however make it look realistic and do nt do it all the time or he will think you re stalking him    smile talk hobbies get his mobilecell phone number cinema trip
282,be yourself look your best but do nt obsess over your looks use confident body language think of him as an ordinary person not an idol do nt overthink things
283,flirt a little to test the waters spend a little time with each other before you make any decisions be direct with your intentions but keep things casual do nt put too much weight in your crushs reply
284,find your strengths spruce up your look find what looks best for your hair guys love when a girls hair is flirtatious or pretty invest in a scent that suits you such as a flowery perfume or ruggedscented cologne    less is more dress the way you feel but to attract the male attention try to stick on an outfit which extenuates your curves but not too revealing otherwise they will get the wrong idea    keep a casual handbag to put with everyday outfits if you see this guy daily do nt drag around a rucksack you want to look like a lady keep a smile on show the person your real beauty show what you are remember beauty is not everything along with looks you need to learn few more steps like do nt give too much attention to him talk intelligently with him most important of all love yourself and be confident in whatever you do    do some of the things he likes doing find out what he likes have a good attitude around him do nt try to sound like you re bragging or exaggerating when having a conversation make sure that you keep in touch with all of your friends and have conversations with them when your crush is in the room remember the most important thing is not trying to impress him show him one of your talents like playing the guitar singing or maybe dancing read fashion magazines like teen vogue or cosmo girl but be careful because they may not always give good advice so think before following them do nt be afraid to be yourself for a sweet sexy pin up girl look invest in black liquid eyeliner matching skin foundation with a matte finish red lipstick and peachy blusher prep the eye for the eyeliner with some nude eyeshadow then glide your eyeliner from the inner corner of the eye outwards to the end then a small upwardstraight flick    use peach blusher or a liquid blusher to highlight the cheekbones and create good facial structure    then prep your lips with lip balm following with a lip brush to use with a rouge lipstick   skin matching foundation clear lip gloss with a non stick feel peachpinkish blusher and mascara preferably non clumpy mascara recommended bourgeois elastic mascara    for a very natural beauty    apply moisturizer leaving it to set in for 5 minutes then blend the foundation evenly over the face
285,be friendly find common ground get to know him better be playful
286,ask yourself why you want an older boyfriend make sure you want a relationship for the right reasonsa relationship should be pursued because you feel a legitimate connection with the other person consider how an age gap might affect a relationship prepare yourself for criticismif there is a significant age gap between you and the guy you re with there are a number of problems you should prepare to deal with that you would nt normally have to think about be his friend first let him take the lead treat him as an equal hold his gazeeye contact is a very powerful part of body language and its especially important in terms of flirting smile at himsmiling is a universal language for warm feelings and affection offer compliments make sure he respects your boundaries start hanging out with older people follow through with whatever you say you re going to doreliability is a hallmark of any truly mature person be proud of who you are keep a journalkeeping track of your daily thoughts and feelings in a journal is a great path to selfdiscovery get past jealousy avoid social cliques and drama try a new hairstyle dress to suit his age ranges fashion sense keep your makeup light keep your posture confidentregardless of your gender or age posture is an important way of expressing confidence and making yourself look attractive to anyone around you
